0;0;0;0;0;0;0.0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
77;19;0;0;308;10;0.0;0;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
77;19;3;0;1078;20;1.6;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
77;19;3;0;1848;20;2.800001;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
77;19;3;0;2618;20;2.800001;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
77;19;3;0;3388;20;2.800001;0;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
77;19;3;1;4004;20;2.800001;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE
77;19;3;65;4004;20;2.800001;0;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
77;19;3;65;4004;20;2.800001;0;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
77;19;3;65;4004;20;2.800001;0;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
77;19;3;65;4004;20;2.800001;0;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
77;19;0;65;4004;20;2.0;0;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
77;61;0;65;4004;50;2.980232E-08;0;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
77;16;0;65;4004;20;2.980232E-08;0;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
77;16;0;65;4004;20;2.980232E-08;0;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
77;16;0;65;4004;20;2.980232E-08;0;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
77;16;0;65;4004;20;2.980232E-08;0;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
77;16;0;65;4004;20;2.980232E-08;0;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
0;0;0;0;0;0;0.0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
0;0;7;0;0;0;0.8;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;2.800001;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;4.8;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;6.799998;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;7.199998;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;7.199998;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;7.199998;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;7.199998;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
0;0;7;0;0;0;7.199998;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
